,compartment,mean,std,min,25%,50%,75%,max,gene,iqr,upper,lower,cell_type,tissue_in_publication
360,stromal,0.3038945198059082,0.4196109175682068,0.0,0.0,0.0,0.6127869188785553,2.4382483959198,STT3B,0.6127869188785553,1.5319672971963882,0.0,all,all
361,stromal,0.15428656339645386,0.3956660330295563,0.0,0.0,0.0,0.0,4.12540864944458,SULF1,0.0,0.0,0.0,all,all
362,stromal,0.11106628179550171,0.2980203926563263,0.0,0.0,0.0,0.0,2.9731223583221436,SULF2,0.0,0.0,0.0,all,all
363,stromal,0.2591959238052368,0.45369255542755127,0.0,0.0,0.0,0.46728410571813583,3.367952585220337,TMTC1,0.46728410571813583,1.1682102642953396,0.0,all,all
364,stromal,0.02575192227959633,0.13643549382686615,0.0,0.0,0.0,0.0,2.0196845531463623,TMTC2,0.0,0.0,0.0,all,all
365,stromal,0.16035933792591095,0.3197002708911896,0.0,0.0,0.0,0.0,2.4085693359375,TMTC3,0.0,0.0,0.0,all,all
366,stromal,0.04716804623603821,0.17621225118637085,0.0,0.0,0.0,0.0,2.118095874786377,TMTC4,0.0,0.0,0.0,all,all
367,stromal,0.1842249035835266,0.3559017777442932,0.0,0.0,0.0,0.2347566783428192,3.207047939300537,TPST1,0.2347566783428192,0.586891695857048,0.0,all,all
368,stromal,0.06311246752738953,0.203909769654274,0.0,0.0,0.0,0.0,2.090589761734009,TPST2,0.0,0.0,0.0,all,all
369,stromal,0.8997113704681396,0.9030008316040039,0.0,0.0,0.7578831911087036,1.5514788329601288,4.866306304931641,UAP1,1.5514788329601288,3.878697082400322,0.0,all,all
370,stromal,0.3816961348056793,0.5587029457092285,0.0,0.0,0.0,0.692036509513855,3.4336647987365723,UGCG,0.692036509513855,1.7300912737846375,0.0,all,all
371,stromal,0.5113637447357178,0.6306135654449463,0.0,0.0,0.2125534936785698,0.9186239391565323,3.907850742340088,UGDH,0.9186239391565323,2.2965598478913307,0.0,all,all
372,stromal,0.1582433581352234,0.31706979870796204,0.0,0.0,0.0,0.0,2.672149181365967,UGGT1,0.0,0.0,0.0,all,all
373,stromal,0.2751002013683319,0.4247213900089264,0.0,0.0,0.0,0.5479175895452499,2.710517644882202,UGGT2,0.5479175895452499,1.3697939738631248,0.0,all,all
