,tissue_in_publication,cell_type,mean,std,min,25%,50%,75%,max,gene,iqr,upper,lower,compartment
176,Tongue,vein endothelial cell,0.06566104292869568,0.21280086040496826,0.0,0.0,0.0,0.0,1.3448691368103027,ABO,0.0,0.0,0.0,endothelial
177,Tongue,endothelial cell of artery,0.07204245030879974,0.227198526263237,0.0,0.0,0.0,0.0,0.9270132780075073,ABO,0.0,0.0,0.0,endothelial
178,Trachea,endothelial cell,0.09662671387195587,0.29266759753227234,0.0,0.0,0.0,0.0,1.4341100454330444,ABO,0.0,0.0,0.0,endothelial
179,Uterus,endothelial cell,0.005207712762057781,0.06530164182186127,0.0,0.0,0.0,0.0,1.3603894710540771,ABO,0.0,0.0,0.0,endothelial
180,Uterus,endothelial cell of lymphatic vessel,0.003902686759829521,0.035555146634578705,0.0,0.0,0.0,0.0,0.3239229917526245,ABO,0.0,0.0,0.0,endothelial
181,Vasculature,endothelial cell,0.08826698362827301,0.2582950294017792,0.0,0.0,0.0,0.0,1.6520432233810425,ABO,0.0,0.0,0.0,endothelial
182,Vasculature,endothelial cell of lymphatic vessel,0.16029924154281616,0.31716981530189514,0.0,0.0,0.0,0.08125690370798111,1.2206783294677734,ABO,0.08125690370798111,0.20314225926995277,0.0,endothelial
183,Vasculature,endothelial cell of artery,0.1394457072019577,0.314875990152359,0.0,0.0,0.0,0.0,1.5741279125213623,ABO,0.0,0.0,0.0,endothelial
184,Bladder,endothelial cell of lymphatic vessel,0.1188407763838768,0.33747047185897827,0.0,0.0,0.0,0.0,1.6418918371200562,AGA,0.0,0.0,0.0,endothelial
185,Bladder,capillary endothelial cell,0.10766856372356415,0.24502912163734436,0.0,0.0,0.0,0.0,1.2818083763122559,AGA,0.0,0.0,0.0,endothelial
186,Bladder,vein endothelial cell,0.09180041402578354,0.238223597407341,0.0,0.0,0.0,0.0,1.2819024324417114,AGA,0.0,0.0,0.0,endothelial
187,Eye,endothelial cell,0.048253241926431656,0.1901494264602661,0.0,0.0,0.0,0.0,1.1161137819290161,AGA,0.0,0.0,0.0,endothelial
188,Eye,retinal blood vessel endothelial cell,0.05957133322954178,0.20126613974571228,0.0,0.0,0.0,0.0,1.3778787851333618,AGA,0.0,0.0,0.0,endothelial
189,Fat,endothelial cell,0.08569473028182983,0.24995723366737366,0.0,0.0,0.0,0.0,2.0219554901123047,AGA,0.0,0.0,0.0,endothelial
190,Heart,cardiac endothelial cell,0.07176222652196884,0.28235888481140137,0.0,0.0,0.0,0.0,2.4971868991851807,AGA,0.0,0.0,0.0,endothelial
191,Kidney,endothelial cell,0.11932750791311264,0.2860495448112488,0.0,0.0,0.0,0.0,1.192773699760437,AGA,0.0,0.0,0.0,endothelial
192,Large_Intestine,gut endothelial cell,0.0952213853597641,0.3389125168323517,0.0,0.0,0.0,0.0,1.4725213050842285,AGA,0.0,0.0,0.0,endothelial
193,Liver,endothelial cell,0.1084381639957428,0.3145505487918854,0.0,0.0,0.0,0.0,1.481913685798645,AGA,0.0,0.0,0.0,endothelial
194,Liver,endothelial cell of hepatic sinusoid,0.03863757848739624,0.19312706589698792,0.0,0.0,0.0,0.0,1.3533227443695068,AGA,0.0,0.0,0.0,endothelial
195,Lung,blood vessel endothelial cell,0.09015896916389465,0.1987173706293106,0.0,0.0,0.0,0.0,0.6973485350608826,AGA,0.0,0.0,0.0,endothelial
196,Lung,endothelial cell of lymphatic vessel,0.3597182333469391,0.6022077202796936,0.0,0.0,0.0,0.9239386767148972,1.603068470954895,AGA,0.9239386767148972,1.603068470954895,0.0,endothelial
197,Lung,capillary endothelial cell,0.06379813700914383,0.28654977679252625,0.0,0.0,0.0,0.0,2.0568485260009766,AGA,0.0,0.0,0.0,endothelial
198,Lung,vein endothelial cell,0.06829816102981567,0.27477139234542847,0.0,0.0,0.0,0.0,2.0800981521606445,AGA,0.0,0.0,0.0,endothelial
199,Lung,endothelial cell of artery,0.13862350583076477,0.3759579062461853,0.0,0.0,0.0,0.0,1.6684333086013794,AGA,0.0,0.0,0.0,endothelial
200,Lung,lung microvascular endothelial cell,0.06664421409368515,0.24919521808624268,0.0,0.0,0.0,0.0,1.7126060724258423,AGA,0.0,0.0,0.0,endothelial
201,Lymph_Node,endothelial cell,0.10543639212846756,0.26975321769714355,0.0,0.0,0.0,0.0,1.333852767944336,AGA,0.0,0.0,0.0,endothelial
202,Mammary,endothelial cell of lymphatic vessel,0.15065717697143555,0.40048593282699585,0.0,0.0,0.0,0.0,1.4307115077972412,AGA,0.0,0.0,0.0,endothelial
203,Mammary,vein endothelial cell,0.03341252729296684,0.15198002755641937,0.0,0.0,0.0,0.0,1.3353990316390991,AGA,0.0,0.0,0.0,endothelial
204,Mammary,endothelial cell of artery,0.06502340734004974,0.24385643005371094,0.0,0.0,0.0,0.0,1.465056300163269,AGA,0.0,0.0,0.0,endothelial
205,Muscle,endothelial cell of lymphatic vessel,0.07000279426574707,0.2547331750392914,0.0,0.0,0.0,0.0,1.2018072605133057,AGA,0.0,0.0,0.0,endothelial
206,Muscle,endothelial cell of vascular tree,0.03586351498961449,0.16946256160736084,0.0,0.0,0.0,0.0,1.458438515663147,AGA,0.0,0.0,0.0,endothelial
207,Muscle,capillary endothelial cell,0.05599478259682655,0.2383132427930832,0.0,0.0,0.0,0.0,1.480513334274292,AGA,0.0,0.0,0.0,endothelial
208,Muscle,endothelial cell of artery,0.10155727714300156,0.29018568992614746,0.0,0.0,0.0,0.0,1.387495517730713,AGA,0.0,0.0,0.0,endothelial
209,Pancreas,endothelial cell,0.09095427393913269,0.2810044288635254,0.0,0.0,0.0,0.0,1.8948944807052612,AGA,0.0,0.0,0.0,endothelial
210,Prostate,endothelial cell,0.07654667645692825,0.27048835158348083,0.0,0.0,0.0,0.0,1.945481777191162,AGA,0.0,0.0,0.0,endothelial
211,Salivary_Gland,endothelial cell,0.12333729863166809,0.3339252173900604,0.0,0.0,0.0,0.0,1.7385928630828857,AGA,0.0,0.0,0.0,endothelial
212,Salivary_Gland,endothelial cell of lymphatic vessel,0.07577510178089142,0.22260595858097076,0.0,0.0,0.0,0.0,1.363196611404419,AGA,0.0,0.0,0.0,endothelial
213,Skin,endothelial cell,0.028134478256106377,0.1358545869588852,0.0,0.0,0.0,0.0,1.1674723625183105,AGA,0.0,0.0,0.0,endothelial
214,Small_Intestine,gut endothelial cell,0.04461050033569336,0.20685063302516937,0.0,0.0,0.0,0.0,1.0037918090820312,AGA,0.0,0.0,0.0,endothelial
215,Spleen,endothelial cell,0.05976325273513794,0.2105342298746109,0.0,0.0,0.0,0.0,1.6269452571868896,AGA,0.0,0.0,0.0,endothelial
216,Thymus,endothelial cell of lymphatic vessel,0.14589430391788483,0.35550588369369507,0.0,0.0,0.0,0.0,1.7818288803100586,AGA,0.0,0.0,0.0,endothelial
217,Thymus,capillary endothelial cell,0.08601895719766617,0.3099302351474762,0.0,0.0,0.0,0.0,1.8732844591140747,AGA,0.0,0.0,0.0,endothelial
218,Thymus,vein endothelial cell,0.071996308863163,0.22919760644435883,0.0,0.0,0.0,0.0,1.6944143772125244,AGA,0.0,0.0,0.0,endothelial
219,Thymus,endothelial cell of artery,0.16283588111400604,0.35860371589660645,0.0,0.0,0.0,0.0,1.6781054735183716,AGA,0.0,0.0,0.0,endothelial
220,Tongue,endothelial cell of lymphatic vessel,0.1598406285047531,0.3856641948223114,0.0,0.0,0.0,0.0,1.4144673347473145,AGA,0.0,0.0,0.0,endothelial
221,Tongue,capillary endothelial cell,0.05369506776332855,0.18507319688796997,0.0,0.0,0.0,0.0,1.0521957874298096,AGA,0.0,0.0,0.0,endothelial
222,Tongue,vein endothelial cell,0.08734843134880066,0.29146644473075867,0.0,0.0,0.0,0.0,1.992401361465454,AGA,0.0,0.0,0.0,endothelial
223,Tongue,endothelial cell of artery,0.08338877558708191,0.25312137603759766,0.0,0.0,0.0,0.0,1.3192131519317627,AGA,0.0,0.0,0.0,endothelial
224,Trachea,endothelial cell,0.08169914782047272,0.24164801836013794,0.0,0.0,0.0,0.0,1.3377782106399536,AGA,0.0,0.0,0.0,endothelial
225,Uterus,endothelial cell,0.04241011664271355,0.16643959283828735,0.0,0.0,0.0,0.0,1.5003163814544678,AGA,0.0,0.0,0.0,endothelial
226,Uterus,endothelial cell of lymphatic vessel,0.12739303708076477,0.23329783976078033,0.0,0.0,0.0,0.22500348836183548,0.9514927268028259,AGA,0.22500348836183548,0.5625087209045887,0.0,endothelial
227,Vasculature,endothelial cell,0.09399592876434326,0.26769381761550903,0.0,0.0,0.0,0.0,1.9621121883392334,AGA,0.0,0.0,0.0,endothelial
228,Vasculature,endothelial cell of lymphatic vessel,0.15814729034900665,0.28303202986717224,0.0,0.0,0.0,0.24073905125260353,0.8793544769287109,AGA,0.24073905125260353,0.6018476281315088,0.0,endothelial
229,Vasculature,endothelial cell of artery,0.17488153278827667,0.3219694495201111,0.0,0.0,0.0,0.30004794150590897,1.2686110734939575,AGA,0.30004794150590897,0.7501198537647724,0.0,endothelial
230,Bladder,endothelial cell of lymphatic vessel,0.055565204471349716,0.2038550078868866,0.0,0.0,0.0,0.0,0.9623576998710632,ALG1,0.0,0.0,0.0,endothelial
231,Bladder,capillary endothelial cell,0.06390412151813507,0.17441241443157196,0.0,0.0,0.0,0.0,0.8529759645462036,ALG1,0.0,0.0,0.0,endothelial
232,Bladder,vein endothelial cell,0.0825149267911911,0.22491690516471863,0.0,0.0,0.0,0.0,1.7383995056152344,ALG1,0.0,0.0,0.0,endothelial
233,Eye,endothelial cell,0.012755773961544037,0.10078850388526917,0.0,0.0,0.0,0.0,0.9622576832771301,ALG1,0.0,0.0,0.0,endothelial
234,Eye,retinal blood vessel endothelial cell,0.05648655816912651,0.19224806129932404,0.0,0.0,0.0,0.0,1.3166087865829468,ALG1,0.0,0.0,0.0,endothelial
235,Fat,endothelial cell,0.04902687668800354,0.18688976764678955,0.0,0.0,0.0,0.0,1.825019121170044,ALG1,0.0,0.0,0.0,endothelial
236,Heart,cardiac endothelial cell,0.052275028079748154,0.23690028488636017,0.0,0.0,0.0,0.0,1.598331093788147,ALG1,0.0,0.0,0.0,endothelial
237,Kidney,endothelial cell,0.06567363440990448,0.1717095822095871,0.0,0.0,0.0,0.0,0.6711469888687134,ALG1,0.0,0.0,0.0,endothelial
238,Large_Intestine,gut endothelial cell,0.06379517912864685,0.26893964409828186,0.0,0.0,0.0,0.0,1.4231330156326294,ALG1,0.0,0.0,0.0,endothelial
239,Liver,endothelial cell,0.04602750018239021,0.21322688460350037,0.0,0.0,0.0,0.0,1.6327184438705444,ALG1,0.0,0.0,0.0,endothelial
240,Liver,endothelial cell of hepatic sinusoid,0.06731972843408585,0.24585989117622375,0.0,0.0,0.0,0.0,1.3511978387832642,ALG1,0.0,0.0,0.0,endothelial
241,Lung,blood vessel endothelial cell,0.15875118970870972,0.263816237449646,0.0,0.0,0.0,0.3494530916213989,1.129542589187622,ALG1,0.3494530916213989,0.8736327290534973,0.0,endothelial
242,Lung,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ALG1,0.0,0.0,0.0,endothelial
243,Lung,capillary endothelial cell,0.062497928738594055,0.277583509683609,0.0,0.0,0.0,0.0,1.9207106828689575,ALG1,0.0,0.0,0.0,endothelial
244,Lung,vein endothelial cell,0.06253412365913391,0.26494932174682617,0.0,0.0,0.0,0.0,1.5699949264526367,ALG1,0.0,0.0,0.0,endothelial
245,Lung,endothelial cell of artery,0.10822123289108276,0.35890188813209534,0.0,0.0,0.0,0.0,1.531084656715393,ALG1,0.0,0.0,0.0,endothelial
246,Lung,lung microvascular endothelial cell,0.08724093437194824,0.294482946395874,0.0,0.0,0.0,0.0,1.5445700883865356,ALG1,0.0,0.0,0.0,endothelial
247,Lymph_Node,endothelial cell,0.11129546165466309,0.3067471385002136,0.0,0.0,0.0,0.0,1.4738174676895142,ALG1,0.0,0.0,0.0,endothelial
248,Mammary,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ALG1,0.0,0.0,0.0,endothelial
249,Mammary,vein endothelial cell,0.0388246513903141,0.13903024792671204,0.0,0.0,0.0,0.0,0.8492454886436462,ALG1,0.0,0.0,0.0,endothelial
250,Mammary,endothelial cell of artery,0.019282324239611626,0.09785176068544388,0.0,0.0,0.0,0.0,0.5629250407218933,ALG1,0.0,0.0,0.0,endothelial
251,Muscle,endothelial cell of lymphatic vessel,0.029205750674009323,0.1728290468454361,0.0,0.0,0.0,0.0,1.2018072605133057,ALG1,0.0,0.0,0.0,endothelial
252,Muscle,endothelial cell of vascular tree,0.02719145268201828,0.14880751073360443,0.0,0.0,0.0,0.0,1.3988749980926514,ALG1,0.0,0.0,0.0,endothelial
253,Muscle,capillary endothelial cell,0.02155465818941593,0.14656759798526764,0.0,0.0,0.0,0.0,1.3997948169708252,ALG1,0.0,0.0,0.0,endothelial
254,Muscle,endothelial cell of artery,0.01963127590715885,0.128276064991951,0.0,0.0,0.0,0.0,0.8841220736503601,ALG1,0.0,0.0,0.0,endothelial
255,Pancreas,endothelial cell,0.07854073494672775,0.2587234377861023,0.0,0.0,0.0,0.0,2.0354340076446533,ALG1,0.0,0.0,0.0,endothelial
256,Prostate,endothelial cell,0.04256907105445862,0.20928803086280823,0.0,0.0,0.0,0.0,1.947540521621704,ALG1,0.0,0.0,0.0,endothelial
257,Salivary_Gland,endothelial cell,0.06140455603599548,0.22719474136829376,0.0,0.0,0.0,0.0,1.63504159450531,ALG1,0.0,0.0,0.0,endothelial
258,Salivary_Gland,endothelial cell of lymphatic vessel,0.043591126799583435,0.18351945281028748,0.0,0.0,0.0,0.0,1.363196611404419,ALG1,0.0,0.0,0.0,endothelial
259,Skin,endothelial cell,0.017265809699892998,0.09749428927898407,0.0,0.0,0.0,0.0,1.051226258277893,ALG1,0.0,0.0,0.0,endothelial
260,Small_Intestine,gut endothelial cell,0.03777102008461952,0.17966637015342712,0.0,0.0,0.0,0.0,1.0177985429763794,ALG1,0.0,0.0,0.0,endothelial
261,Spleen,endothelial cell,0.08244200795888901,0.24418409168720245,0.0,0.0,0.0,0.0,1.3883980512619019,ALG1,0.0,0.0,0.0,endothelial
262,Thymus,endothelial cell of lymphatic vessel,0.09831839799880981,0.27502158284187317,0.0,0.0,0.0,0.0,1.6530667543411255,ALG1,0.0,0.0,0.0,endothelial
263,Thymus,capillary endothelial cell,0.07236356288194656,0.2794100046157837,0.0,0.0,0.0,0.0,1.881726622581482,ALG1,0.0,0.0,0.0,endothelial
264,Thymus,vein endothelial cell,0.07368070632219315,0.2305942177772522,0.0,0.0,0.0,0.0,1.5274038314819336,ALG1,0.0,0.0,0.0,endothelial
265,Thymus,endothelial cell of artery,0.04703512787818909,0.20769146084785461,0.0,0.0,0.0,0.0,1.6834394931793213,ALG1,0.0,0.0,0.0,endothelial
266,Tongue,endothelial cell of lymphatic vessel,0.0571463443338871,0.2649248540401459,0.0,0.0,0.0,0.0,1.4144673347473145,ALG1,0.0,0.0,0.0,endothelial
267,Tongue,capillary endothelial cell,0.023198343813419342,0.1451040357351303,0.0,0.0,0.0,0.0,1.2369203567504883,ALG1,0.0,0.0,0.0,endothelial
268,Tongue,vein endothelial cell,0.023081807419657707,0.11963997036218643,0.0,0.0,0.0,0.0,0.901142954826355,ALG1,0.0,0.0,0.0,endothelial
269,Tongue,endothelial cell of artery,0.03719744086265564,0.17333094775676727,0.0,0.0,0.0,0.0,0.9930755496025085,ALG1,0.0,0.0,0.0,endothelial
270,Trachea,endothelial cell,0.0933491587638855,0.24877822399139404,0.0,0.0,0.0,0.0,1.4278134107589722,ALG1,0.0,0.0,0.0,endothelial
271,Uterus,endothelial cell,0.014687309972941875,0.09830929338932037,0.0,0.0,0.0,0.0,1.2781529426574707,ALG1,0.0,0.0,0.0,endothelial
272,Uterus,endothelial cell of lymphatic vessel,0.1527325063943863,0.23412542045116425,0.0,0.0,0.0,0.2588227093219757,0.7992356419563293,ALG1,0.2588227093219757,0.6470567733049393,0.0,endothelial
273,Vasculature,endothelial cell,0.05501098558306694,0.19248725473880768,0.0,0.0,0.0,0.0,1.5319370031356812,ALG1,0.0,0.0,0.0,endothelial
274,Vasculature,endothelial cell of lymphatic vessel,0.07593453675508499,0.20828478038311005,0.0,0.0,0.0,0.0,0.9673850536346436,ALG1,0.0,0.0,0.0,endothelial
275,Vasculature,endothelial cell of artery,0.09809383749961853,0.2515368163585663,0.0,0.0,0.0,0.0,1.2803995609283447,ALG1,0.0,0.0,0.0,endothelial
276,Bladder,endothelial cell of lymphatic vessel,0.008533190004527569,0.06153371185064316,0.0,0.0,0.0,0.0,0.4437258839607239,ALG10,0.0,0.0,0.0,endothelial
277,Bladder,capillary endothelial cell,0.03634600713849068,0.13858158886432648,0.0,0.0,0.0,0.0,0.8064426779747009,ALG10,0.0,0.0,0.0,endothelial
278,Bladder,vein endothelial cell,0.03153393790125847,0.13266171514987946,0.0,0.0,0.0,0.0,0.9070024490356445,ALG10,0.0,0.0,0.0,endothelial
279,Eye,endothelial cell,0.007085462100803852,0.07120799273252487,0.0,0.0,0.0,0.0,0.7156316637992859,ALG10,0.0,0.0,0.0,endothelial
280,Eye,retinal blood vessel endothelial cell,0.02890327014029026,0.13757169246673584,0.0,0.0,0.0,0.0,1.0515896081924438,ALG10,0.0,0.0,0.0,endothelial
281,Fat,endothelial cell,0.02966413088142872,0.15028424561023712,0.0,0.0,0.0,0.0,1.5503947734832764,ALG10,0.0,0.0,0.0,endothelial
282,Heart,cardiac endothelial cell,0.029900960624217987,0.18203024566173553,0.0,0.0,0.0,0.0,1.5419659614562988,ALG10,0.0,0.0,0.0,endothelial
283,Kidney,endothelial cell,0.0397488996386528,0.17362891137599945,0.0,0.0,0.0,0.0,1.308372974395752,ALG10,0.0,0.0,0.0,endothelial
284,Large_Intestine,gut endothelial cell,0.024293843656778336,0.17686188220977783,0.0,0.0,0.0,0.0,1.2875736951828003,ALG10,0.0,0.0,0.0,endothelial
285,Liver,endothelial cell,0.007532834075391293,0.08983750641345978,0.0,0.0,0.0,0.0,1.2696224451065063,ALG10,0.0,0.0,0.0,endothelial
286,Liver,endothelial cell of hepatic sinusoid,0.033320263028144836,0.1925078183412552,0.0,0.0,0.0,0.0,1.5837029218673706,ALG10,0.0,0.0,0.0,endothelial
287,Lung,blood vessel endothelial cell,0.007600975688546896,0.05210964381694794,0.0,0.0,0.0,0.0,0.35724586248397827,ALG10,0.0,0.0,0.0,endothelial
288,Lung,endothelial cell of lymphatic vessel,0.07522356510162354,0.2663719952106476,0.0,0.0,0.0,0.0,1.218828558921814,ALG10,0.0,0.0,0.0,endothelial
289,Lung,capillary endothelial cell,0.03217717260122299,0.2050287425518036,0.0,0.0,0.0,0.0,1.5718060731887817,ALG10,0.0,0.0,0.0,endothelial
290,Lung,vein endothelial cell,0.02555677853524685,0.1586938053369522,0.0,0.0,0.0,0.0,1.402793526649475,ALG10,0.0,0.0,0.0,endothelial
291,Lung,endothelial cell of artery,0.005505204200744629,0.06985313445329666,0.0,0.0,0.0,0.0,0.8863378763198853,ALG10,0.0,0.0,0.0,endothelial
292,Lung,lung microvascular endothelial cell,0.042603831738233566,0.1999390870332718,0.0,0.0,0.0,0.0,1.308274507522583,ALG10,0.0,0.0,0.0,endothelial
293,Lymph_Node,endothelial cell,0.04162664711475372,0.17944744229316711,0.0,0.0,0.0,0.0,1.1768580675125122,ALG10,0.0,0.0,0.0,endothelial
294,Mammary,endothelial cell of lymphatic vessel,0.07156690210103989,0.2770499885082245,0.0,0.0,0.0,0.0,1.2668685913085938,ALG10,0.0,0.0,0.0,endothelial
295,Mammary,vein endothelial cell,0.024687334895133972,0.13169027864933014,0.0,0.0,0.0,0.0,0.9507128596305847,ALG10,0.0,0.0,0.0,endothelial
296,Mammary,endothelial cell of artery,0.017620861530303955,0.1029030904173851,0.0,0.0,0.0,0.0,0.8775858283042908,ALG10,0.0,0.0,0.0,endothelial
297,Muscle,endothelial cell of lymphatic vessel,0.012347076088190079,0.10181667655706406,0.0,0.0,0.0,0.0,0.8396011590957642,ALG10,0.0,0.0,0.0,endothelial
298,Muscle,endothelial cell of vascular tree,0.02483762614428997,0.14092783629894257,0.0,0.0,0.0,0.0,1.2936862707138062,ALG10,0.0,0.0,0.0,endothelial
299,Muscle,capillary endothelial cell,0.023283516988158226,0.15517723560333252,0.0,0.0,0.0,0.0,2.0697460174560547,ALG10,0.0,0.0,0.0,endothelial
300,Muscle,endothelial cell of artery,0.03369709476828575,0.16774426400661469,0.0,0.0,0.0,0.0,1.1518477201461792,ALG10,0.0,0.0,0.0,endothelial
301,Pancreas,endothelial cell,0.024713806807994843,0.14649538695812225,0.0,0.0,0.0,0.0,1.4232525825500488,ALG10,0.0,0.0,0.0,endothelial
302,Prostate,endothelial cell,0.024952715262770653,0.14411617815494537,0.0,0.0,0.0,0.0,1.4083689451217651,ALG10,0.0,0.0,0.0,endothelial
303,Salivary_Gland,endothelial cell,0.03528339043259621,0.17593953013420105,0.0,0.0,0.0,0.0,1.4414564371109009,ALG10,0.0,0.0,0.0,endothelial
304,Salivary_Gland,endothelial cell of lymphatic vessel,0.03547079116106033,0.15822631120681763,0.0,0.0,0.0,0.0,1.3478140830993652,ALG10,0.0,0.0,0.0,endothelial
305,Skin,endothelial cell,0.012079398147761822,0.08474130928516388,0.0,0.0,0.0,0.0,1.2698066234588623,ALG10,0.0,0.0,0.0,endothelial
306,Small_Intestine,gut endothelial cell,0.04012373462319374,0.18672318756580353,0.0,0.0,0.0,0.0,0.9590702652931213,ALG10,0.0,0.0,0.0,endothelial
307,Spleen,endothelial cell,0.06629854440689087,0.22706229984760284,0.0,0.0,0.0,0.0,1.8191514015197754,ALG10,0.0,0.0,0.0,endothelial
308,Thymus,endothelial cell of lymphatic vessel,0.02845330350100994,0.139116108417511,0.0,0.0,0.0,0.0,0.9445226788520813,ALG10,0.0,0.0,0.0,endothelial
309,Thymus,capillary endothelial cell,0.032808005809783936,0.18933315575122833,0.0,0.0,0.0,0.0,1.631394386291504,ALG10,0.0,0.0,0.0,endothelial
310,Thymus,vein endothelial cell,0.028310848399996758,0.1383824348449707,0.0,0.0,0.0,0.0,1.485075831413269,ALG10,0.0,0.0,0.0,endothelial
311,Thymus,endothelial cell of artery,0.046780407428741455,0.20645885169506073,0.0,0.0,0.0,0.0,1.4444196224212646,ALG10,0.0,0.0,0.0,endothelial
312,Tongue,endothelial cell of lymphatic vessel,0.04057832434773445,0.18980064988136292,0.0,0.0,0.0,0.0,1.0478483438491821,ALG10,0.0,0.0,0.0,endothelial
313,Tongue,capillary endothelial cell,0.03563887998461723,0.18499551713466644,0.0,0.0,0.0,0.0,1.3554552793502808,ALG10,0.0,0.0,0.0,endothelial
314,Tongue,vein endothelial cell,0.005885967053472996,0.05400897562503815,0.0,0.0,0.0,0.0,0.6682144403457642,ALG10,0.0,0.0,0.0,endothelial
315,Tongue,endothelial cell of artery,0.011733965016901493,0.07327859103679657,0.0,0.0,0.0,0.0,0.4576246440410614,ALG10,0.0,0.0,0.0,endothelial
316,Trachea,endothelial cell,0.024892538785934448,0.14965249598026276,0.0,0.0,0.0,0.0,1.4660807847976685,ALG10,0.0,0.0,0.0,endothelial
317,Uterus,endothelial cell,0.011970043182373047,0.09918878972530365,0.0,0.0,0.0,0.0,1.498424768447876,ALG10,0.0,0.0,0.0,endothelial
318,Uterus,endothelial cell of lymphatic vessel,0.0028513080906122923,0.02597663551568985,0.0,0.0,0.0,0.0,0.23665857315063477,ALG10,0.0,0.0,0.0,endothelial
319,Vasculature,endothelial cell,0.02993605099618435,0.15008237957954407,0.0,0.0,0.0,0.0,1.4244494438171387,ALG10,0.0,0.0,0.0,endothelial
320,Vasculature,endothelial cell of lymphatic vessel,0.026315778493881226,0.09920903295278549,0.0,0.0,0.0,0.0,0.45181894302368164,ALG10,0.0,0.0,0.0,endothelial
321,Vasculature,endothelial cell of artery,0.045250341296195984,0.16649286448955536,0.0,0.0,0.0,0.0,1.051105260848999,ALG10,0.0,0.0,0.0,endothelial
322,Bladder,endothelial cell of lymphatic vessel,0.016736892983317375,0.09828465431928635,0.0,0.0,0.0,0.0,0.6886280179023743,ALG10B,0.0,0.0,0.0,endothelial
323,Bladder,capillary endothelial cell,0.06451473385095596,0.21964946389198303,0.0,0.0,0.0,0.0,1.4528932571411133,ALG10B,0.0,0.0,0.0,endothelial
324,Bladder,vein endothelial cell,0.07534728944301605,0.21691320836544037,0.0,0.0,0.0,0.0,1.345499038696289,ALG10B,0.0,0.0,0.0,endothelial
325,Eye,endothelial cell,0.018122030422091484,0.10619843751192093,0.0,0.0,0.0,0.0,0.7302021384239197,ALG10B,0.0,0.0,0.0,endothelial
326,Eye,retinal blood vessel endothelial cell,0.08715488761663437,0.27447089552879333,0.0,0.0,0.0,0.0,2.2732388973236084,ALG10B,0.0,0.0,0.0,endothelial
327,Fat,endothelial cell,0.09901275485754013,0.281734824180603,0.0,0.0,0.0,0.0,2.0572452545166016,ALG10B,0.0,0.0,0.0,endothelial
328,Heart,cardiac endothelial cell,0.083514004945755,0.30802682042121887,0.0,0.0,0.0,0.0,2.111048460006714,ALG10B,0.0,0.0,0.0,endothelial
329,Kidney,endothelial cell,0.14401553571224213,0.32645487785339355,0.0,0.0,0.0,0.0,1.3407917022705078,ALG10B,0.0,0.0,0.0,endothelial
330,Large_Intestine,gut endothelial cell,0.10479515790939331,0.345915824174881,0.0,0.0,0.0,0.0,1.621709942817688,ALG10B,0.0,0.0,0.0,endothelial
331,Liver,endothelial cell,0.04840991273522377,0.22619067132472992,0.0,0.0,0.0,0.0,1.5498100519180298,ALG10B,0.0,0.0,0.0,endothelial
