,tissue_in_publication,cell_type,mean,std,min,25%,50%,75%,max,gene,iqr,upper,lower,compartment
13430,Vasculature,endothelial cell of lymphatic vessel,0.08112592250108719,0.2548074424266815,0.0,0.0,0.0,0.0,1.1340985298156738,PIGV,0.0,0.0,0.0,endothelial
13431,Vasculature,endothelial cell of artery,0.06454775482416153,0.21227551996707916,0.0,0.0,0.0,0.0,1.1837331056594849,PIGV,0.0,0.0,0.0,endothelial
13432,Bladder,endothelial cell of lymphatic vessel,0.03732422739267349,0.17806105315685272,0.0,0.0,0.0,0.0,1.0663514137268066,PIGW,0.0,0.0,0.0,endothelial
13433,Bladder,capillary endothelial cell,0.03691283240914345,0.1617615818977356,0.0,0.0,0.0,0.0,0.9766815900802612,PIGW,0.0,0.0,0.0,endothelial
13434,Bladder,vein endothelial cell,0.050594426691532135,0.17701198160648346,0.0,0.0,0.0,0.0,1.1309620141983032,PIGW,0.0,0.0,0.0,endothelial
13435,Eye,endothelial cell,0.022051339969038963,0.14041467010974884,0.0,0.0,0.0,0.0,1.193574070930481,PIGW,0.0,0.0,0.0,endothelial
13436,Eye,retinal blood vessel endothelial cell,0.06003520265221596,0.18583448231220245,0.0,0.0,0.0,0.0,1.0940994024276733,PIGW,0.0,0.0,0.0,endothelial
13437,Fat,endothelial cell,0.04059724509716034,0.17569588124752045,0.0,0.0,0.0,0.0,1.8539561033248901,PIGW,0.0,0.0,0.0,endothelial
13438,Heart,cardiac endothelial cell,0.02566738799214363,0.1646733283996582,0.0,0.0,0.0,0.0,1.5708998441696167,PIGW,0.0,0.0,0.0,endothelial
13439,Kidney,endothelial cell,0.004506255500018597,0.0439215824007988,0.0,0.0,0.0,0.0,0.4280942678451538,PIGW,0.0,0.0,0.0,endothelial
13440,Large_Intestine,gut endothelial cell,0.03536771610379219,0.1848539561033249,0.0,0.0,0.0,0.0,1.1450105905532837,PIGW,0.0,0.0,0.0,endothelial
13441,Liver,endothelial cell,0.020308630540966988,0.12952640652656555,0.0,0.0,0.0,0.0,1.1683881282806396,PIGW,0.0,0.0,0.0,endothelial
13442,Liver,endothelial cell of hepatic sinusoid,0.037342529743909836,0.1916784793138504,0.0,0.0,0.0,0.0,1.7251307964324951,PIGW,0.0,0.0,0.0,endothelial
13443,Lung,blood vessel endothelial cell,0.08877554535865784,0.18964038789272308,0.0,0.0,0.0,0.0,0.8418494462966919,PIGW,0.0,0.0,0.0,endothelial
13444,Lung,endothelial cell of lymphatic vessel,0.03947510942816734,0.23685069382190704,0.0,0.0,0.0,0.0,1.4211039543151855,PIGW,0.0,0.0,0.0,endothelial
13445,Lung,capillary endothelial cell,0.024565409868955612,0.17655406892299652,0.0,0.0,0.0,0.0,1.553326964378357,PIGW,0.0,0.0,0.0,endothelial
13446,Lung,vein endothelial cell,0.03084229677915573,0.18094362318515778,0.0,0.0,0.0,0.0,1.5173194408416748,PIGW,0.0,0.0,0.0,endothelial
13447,Lung,endothelial cell of artery,0.021729303523898125,0.1649155169725418,0.0,0.0,0.0,0.0,1.509035587310791,PIGW,0.0,0.0,0.0,endothelial
13448,Lung,lung microvascular endothelial cell,0.027885152027010918,0.17690251767635345,0.0,0.0,0.0,0.0,1.8789018392562866,PIGW,0.0,0.0,0.0,endothelial
13449,Lymph_Node,endothelial cell,0.034377895295619965,0.15535491704940796,0.0,0.0,0.0,0.0,1.2104988098144531,PIGW,0.0,0.0,0.0,endothelial
13450,Mammary,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGW,0.0,0.0,0.0,endothelial
13451,Mammary,vein endothelial cell,0.03867121413350105,0.16275164484977722,0.0,0.0,0.0,0.0,0.9915800094604492,PIGW,0.0,0.0,0.0,endothelial
13452,Mammary,endothelial cell of artery,0.0657021626830101,0.2578047215938568,0.0,0.0,0.0,0.0,1.483229398727417,PIGW,0.0,0.0,0.0,endothelial
13453,Muscle,endothelial cell of lymphatic vessel,0.028203627094626427,0.1791040152311325,0.0,0.0,0.0,0.0,1.3856946229934692,PIGW,0.0,0.0,0.0,endothelial
13454,Muscle,endothelial cell of vascular tree,0.03707748278975487,0.17435185611248016,0.0,0.0,0.0,0.0,1.4466514587402344,PIGW,0.0,0.0,0.0,endothelial
13455,Muscle,capillary endothelial cell,0.021696526557207108,0.15244697034358978,0.0,0.0,0.0,0.0,1.8679412603378296,PIGW,0.0,0.0,0.0,endothelial
13456,Muscle,endothelial cell of artery,0.00933963805437088,0.0765484869480133,0.0,0.0,0.0,0.0,0.7298679351806641,PIGW,0.0,0.0,0.0,endothelial
13457,Pancreas,endothelial cell,0.05798879638314247,0.22550736367702484,0.0,0.0,0.0,0.0,1.6072016954421997,PIGW,0.0,0.0,0.0,endothelial
13458,Prostate,endothelial cell,0.018547527492046356,0.12999200820922852,0.0,0.0,0.0,0.0,1.1478668451309204,PIGW,0.0,0.0,0.0,endothelial
13459,Salivary_Gland,endothelial cell,0.03321215510368347,0.1779947280883789,0.0,0.0,0.0,0.0,1.415174961090088,PIGW,0.0,0.0,0.0,endothelial
13460,Salivary_Gland,endothelial cell of lymphatic vessel,0.02029968984425068,0.12921930849552155,0.0,0.0,0.0,0.0,1.1522918939590454,PIGW,0.0,0.0,0.0,endothelial
13461,Skin,endothelial cell,0.04206899181008339,0.16495566070079803,0.0,0.0,0.0,0.0,1.5861700773239136,PIGW,0.0,0.0,0.0,endothelial
13462,Small_Intestine,gut endothelial cell,0.025347411632537842,0.16813580691814423,0.0,0.0,0.0,0.0,1.115286111831665,PIGW,0.0,0.0,0.0,endothelial
13463,Spleen,endothelial cell,0.04224758222699165,0.1688087284564972,0.0,0.0,0.0,0.0,1.3264868259429932,PIGW,0.0,0.0,0.0,endothelial
13464,Thymus,endothelial cell of lymphatic vessel,0.03908389434218407,0.16060574352741241,0.0,0.0,0.0,0.0,1.0224483013153076,PIGW,0.0,0.0,0.0,endothelial
13465,Thymus,capillary endothelial cell,0.02910253033041954,0.17385272681713104,0.0,0.0,0.0,0.0,1.5644413232803345,PIGW,0.0,0.0,0.0,endothelial
13466,Thymus,vein endothelial cell,0.051818057894706726,0.1959795355796814,0.0,0.0,0.0,0.0,1.5001810789108276,PIGW,0.0,0.0,0.0,endothelial
13467,Thymus,endothelial cell of artery,0.030010635033249855,0.15841038525104523,0.0,0.0,0.0,0.0,1.4002552032470703,PIGW,0.0,0.0,0.0,endothelial
13468,Tongue,endothelial cell of lymphatic vessel,0.031841300427913666,0.14596065878868103,0.0,0.0,0.0,0.0,0.7076564431190491,PIGW,0.0,0.0,0.0,endothelial
13469,Tongue,capillary endothelial cell,0.10438870638608932,0.3148823380470276,0.0,0.0,0.0,0.0,1.539084553718567,PIGW,0.0,0.0,0.0,endothelial
13470,Tongue,vein endothelial cell,0.031685154885053635,0.1540406346321106,0.0,0.0,0.0,0.0,1.0908069610595703,PIGW,0.0,0.0,0.0,endothelial
13471,Tongue,endothelial cell of artery,0.030635299161076546,0.1372428983449936,0.0,0.0,0.0,0.0,0.7363300919532776,PIGW,0.0,0.0,0.0,endothelial
13472,Trachea,endothelial cell,0.07291465997695923,0.2513420283794403,0.0,0.0,0.0,0.0,1.6852266788482666,PIGW,0.0,0.0,0.0,endothelial
13473,Uterus,endothelial cell,0.030733413994312286,0.15008427202701569,0.0,0.0,0.0,0.0,1.601169466972351,PIGW,0.0,0.0,0.0,endothelial
13474,Uterus,endothelial cell of lymphatic vessel,0.06145830079913139,0.1428133249282837,0.0,0.0,0.0,0.0,0.599988579750061,PIGW,0.0,0.0,0.0,endothelial
13475,Vasculature,endothelial cell,0.029494142159819603,0.14125695824623108,0.0,0.0,0.0,0.0,1.2176547050476074,PIGW,0.0,0.0,0.0,endothelial
13476,Vasculature,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGW,0.0,0.0,0.0,endothelial
13477,Vasculature,endothelial cell of artery,0.022272996604442596,0.1002989411354065,0.0,0.0,0.0,0.0,0.6297365427017212,PIGW,0.0,0.0,0.0,endothelial
13478,Bladder,endothelial cell of lymphatic vessel,0.29235219955444336,0.41277042031288147,0.0,0.0,0.0,0.6163786351680756,1.42757248878479,PIGX,0.6163786351680756,1.42757248878479,0.0,endothelial
13479,Bladder,capillary endothelial cell,0.09511147439479828,0.19137853384017944,0.0,0.0,0.0,0.04260755330324173,0.7968186736106873,PIGX,0.04260755330324173,0.10651888325810432,0.0,endothelial
13480,Bladder,vein endothelial cell,0.09268565475940704,0.2263033539056778,0.0,0.0,0.0,0.0,1.3041521310806274,PIGX,0.0,0.0,0.0,endothelial
13481,Eye,endothelial cell,0.13335804641246796,0.29254868626594543,0.0,0.0,0.0,0.0,1.34830641746521,PIGX,0.0,0.0,0.0,endothelial
13482,Eye,retinal blood vessel endothelial cell,0.12720368802547455,0.2913009524345398,0.0,0.0,0.0,0.0,1.3778787851333618,PIGX,0.0,0.0,0.0,endothelial
13483,Fat,endothelial cell,0.0987781509757042,0.2596152424812317,0.0,0.0,0.0,0.0,2.0401740074157715,PIGX,0.0,0.0,0.0,endothelial
13484,Heart,cardiac endothelial cell,0.08882632851600647,0.29537928104400635,0.0,0.0,0.0,0.0,1.946767807006836,PIGX,0.0,0.0,0.0,endothelial
13485,Kidney,endothelial cell,0.11246297508478165,0.24698995053768158,0.0,0.0,0.0,0.0,0.9793732166290283,PIGX,0.0,0.0,0.0,endothelial
13486,Large_Intestine,gut endothelial cell,0.0812341570854187,0.29270270466804504,0.0,0.0,0.0,0.0,1.2875736951828003,PIGX,0.0,0.0,0.0,endothelial
13487,Liver,endothelial cell,0.0903744250535965,0.29758942127227783,0.0,0.0,0.0,0.0,1.4538978338241577,PIGX,0.0,0.0,0.0,endothelial
13488,Liver,endothelial cell of hepatic sinusoid,0.11558995395898819,0.33517986536026,0.0,0.0,0.0,0.0,1.886696457862854,PIGX,0.0,0.0,0.0,endothelial
13489,Lung,blood vessel endothelial cell,0.1668672114610672,0.30424362421035767,0.0,0.0,0.0,0.32531994581222534,1.224057912826538,PIGX,0.32531994581222534,0.8132998645305634,0.0,endothelial
13490,Lung,endothelial cell of lymphatic vessel,0.11447271704673767,0.3877788484096527,0.0,0.0,0.0,0.0,1.509310007095337,PIGX,0.0,0.0,0.0,endothelial
13491,Lung,capillary endothelial cell,0.07261666655540466,0.30364111065864563,0.0,0.0,0.0,0.0,1.9785808324813843,PIGX,0.0,0.0,0.0,endothelial
13492,Lung,vein endothelial cell,0.05618961527943611,0.24135802686214447,0.0,0.0,0.0,0.0,2.0724728107452393,PIGX,0.0,0.0,0.0,endothelial
13493,Lung,endothelial cell of artery,0.09642641246318817,0.32464760541915894,0.0,0.0,0.0,0.0,1.8101179599761963,PIGX,0.0,0.0,0.0,endothelial
13494,Lung,lung microvascular endothelial cell,0.08765434473752975,0.2917513847351074,0.0,0.0,0.0,0.0,1.638541579246521,PIGX,0.0,0.0,0.0,endothelial
13495,Lymph_Node,endothelial cell,0.18423044681549072,0.37610721588134766,0.0,0.0,0.0,0.0,1.5950871706008911,PIGX,0.0,0.0,0.0,endothelial
13496,Mammary,endothelial cell of lymphatic vessel,0.1914619654417038,0.45341265201568604,0.0,0.0,0.0,0.0,1.7107467651367188,PIGX,0.0,0.0,0.0,endothelial
13497,Mammary,vein endothelial cell,0.13541486859321594,0.30695512890815735,0.0,0.0,0.0,0.0,1.4946585893630981,PIGX,0.0,0.0,0.0,endothelial
13498,Mammary,endothelial cell of artery,0.09948622435331345,0.29257917404174805,0.0,0.0,0.0,0.0,1.509310007095337,PIGX,0.0,0.0,0.0,endothelial
13499,Muscle,endothelial cell of lymphatic vessel,0.19945019483566284,0.440042644739151,0.0,0.0,0.0,0.0,1.6991459131240845,PIGX,0.0,0.0,0.0,endothelial
13500,Muscle,endothelial cell of vascular tree,0.06541318446397781,0.22955816984176636,0.0,0.0,0.0,0.0,1.922951579093933,PIGX,0.0,0.0,0.0,endothelial
13501,Muscle,capillary endothelial cell,0.049674250185489655,0.2245803326368332,0.0,0.0,0.0,0.0,1.7289961576461792,PIGX,0.0,0.0,0.0,endothelial
13502,Muscle,endothelial cell of artery,0.06635260581970215,0.2304401844739914,0.0,0.0,0.0,0.0,1.319815754890442,PIGX,0.0,0.0,0.0,endothelial
13503,Pancreas,endothelial cell,0.14933137595653534,0.3607533872127533,0.0,0.0,0.0,0.0,2.239816665649414,PIGX,0.0,0.0,0.0,endothelial
13504,Prostate,endothelial cell,0.11784378439188004,0.33064642548561096,0.0,0.0,0.0,0.0,1.9889452457427979,PIGX,0.0,0.0,0.0,endothelial
13505,Salivary_Gland,endothelial cell,0.13185040652751923,0.3273553252220154,0.0,0.0,0.0,0.0,2.0115089416503906,PIGX,0.0,0.0,0.0,endothelial
13506,Salivary_Gland,endothelial cell of lymphatic vessel,0.14684432744979858,0.32734328508377075,0.0,0.0,0.0,0.0,1.415411114692688,PIGX,0.0,0.0,0.0,endothelial
13507,Skin,endothelial cell,0.04224400222301483,0.16848132014274597,0.0,0.0,0.0,0.0,1.8900283575057983,PIGX,0.0,0.0,0.0,endothelial
13508,Small_Intestine,gut endothelial cell,0.222252756357193,0.48112842440605164,0.0,0.0,0.0,0.0,1.9943180084228516,PIGX,0.0,0.0,0.0,endothelial
13509,Spleen,endothelial cell,0.17866498231887817,0.3489762544631958,0.0,0.0,0.0,0.0,1.6578638553619385,PIGX,0.0,0.0,0.0,endothelial
13510,Thymus,endothelial cell of lymphatic vessel,0.30391860008239746,0.4785407483577728,0.0,0.0,0.0,0.6193035393953323,2.069443702697754,PIGX,0.6193035393953323,1.5482588484883308,0.0,endothelial
13511,Thymus,capillary endothelial cell,0.06085119768977165,0.24802148342132568,0.0,0.0,0.0,0.0,1.6332155466079712,PIGX,0.0,0.0,0.0,endothelial
13512,Thymus,vein endothelial cell,0.08547976613044739,0.24059581756591797,0.0,0.0,0.0,0.0,1.5575528144836426,PIGX,0.0,0.0,0.0,endothelial
13513,Thymus,endothelial cell of artery,0.08340241760015488,0.27151840925216675,0.0,0.0,0.0,0.0,1.53879714012146,PIGX,0.0,0.0,0.0,endothelial
13514,Tongue,endothelial cell of lymphatic vessel,0.34346818923950195,0.5038359761238098,0.0,0.0,0.0,0.7607665956020355,1.4298648834228516,PIGX,0.7607665956020355,1.4298648834228516,0.0,endothelial
13515,Tongue,capillary endothelial cell,0.1344653069972992,0.37396296858787537,0.0,0.0,0.0,0.0,2.4000191688537598,PIGX,0.0,0.0,0.0,endothelial
13516,Tongue,vein endothelial cell,0.07980920374393463,0.224650040268898,0.0,0.0,0.0,0.0,1.0955549478530884,PIGX,0.0,0.0,0.0,endothelial
13517,Tongue,endothelial cell of artery,0.15818218886852264,0.32782649993896484,0.0,0.0,0.0,0.0,1.0181373357772827,PIGX,0.0,0.0,0.0,endothelial
13518,Trachea,endothelial cell,0.16788743436336517,0.36959588527679443,0.0,0.0,0.0,0.0,1.5316526889801025,PIGX,0.0,0.0,0.0,endothelial
13519,Uterus,endothelial cell,0.05389575660228729,0.1860869824886322,0.0,0.0,0.0,0.0,1.4658244848251343,PIGX,0.0,0.0,0.0,endothelial
13520,Uterus,endothelial cell of lymphatic vessel,0.12788178026676178,0.2129587084054947,0.0,0.0,0.0,0.23146497458219528,0.9385605454444885,PIGX,0.23146497458219528,0.5786624364554882,0.0,endothelial
13521,Vasculature,endothelial cell,0.10187328606843948,0.2690788507461548,0.0,0.0,0.0,0.0,1.893135666847229,PIGX,0.0,0.0,0.0,endothelial
13522,Vasculature,endothelial cell of lymphatic vessel,0.28105857968330383,0.38711798191070557,0.0,0.0,0.0,0.6313495934009552,1.2659536600112915,PIGX,0.6313495934009552,1.2659536600112915,0.0,endothelial
13523,Vasculature,endothelial cell of artery,0.0928703248500824,0.21142002940177917,0.0,0.0,0.0,0.0,0.9635590314865112,PIGX,0.0,0.0,0.0,endothelial
13524,Bladder,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13525,Bladder,capillary endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13526,Bladder,vein endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13527,Eye,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13528,Eye,retinal blood vessel endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13529,Fat,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13530,Heart,cardiac endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13531,Kidney,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13532,Large_Intestine,gut endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13533,Liver,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13534,Liver,endothelial cell of hepatic sinusoid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13535,Lung,blood vessel endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13536,Lung,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13537,Lung,capillary endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13538,Lung,vein endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13539,Lung,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13540,Lung,lung microvascular endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13541,Lymph_Node,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13542,Mammary,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13543,Mammary,vein endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13544,Mammary,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13545,Muscle,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13546,Muscle,endothelial cell of vascular tree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13547,Muscle,capillary endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13548,Muscle,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13549,Pancreas,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13550,Prostate,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13551,Salivary_Gland,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13552,Salivary_Gland,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13553,Skin,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13554,Small_Intestine,gut endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13555,Spleen,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13556,Thymus,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13557,Thymus,capillary endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13558,Thymus,vein endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13559,Thymus,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13560,Tongue,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13561,Tongue,capillary endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13562,Tongue,vein endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13563,Tongue,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13564,Trachea,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13565,Uterus,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13566,Uterus,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13567,Vasculature,endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13568,Vasculature,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13569,Vasculature,endothelial cell of artery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGY,0.0,0.0,0.0,endothelial
13570,Bladder,endothelial cell of lymphatic vessel,0.1470012366771698,0.30500608682632446,0.0,0.0,0.0,0.03643805906176567,1.172067403793335,PIGZ,0.03643805906176567,0.09109514765441418,0.0,endothelial
13571,Bladder,capillary endothelial cell,0.035495564341545105,0.13723386824131012,0.0,0.0,0.0,0.0,0.8064426779747009,PIGZ,0.0,0.0,0.0,endothelial
13572,Bladder,vein endothelial cell,0.05217909812927246,0.17059943079948425,0.0,0.0,0.0,0.0,1.050017237663269,PIGZ,0.0,0.0,0.0,endothelial
13573,Eye,endothelial cell,0.010807757265865803,0.08249427378177643,0.0,0.0,0.0,0.0,0.7655079960823059,PIGZ,0.0,0.0,0.0,endothelial
13574,Eye,retinal blood vessel endothelial cell,0.05651049688458443,0.18674224615097046,0.0,0.0,0.0,0.0,1.4642891883850098,PIGZ,0.0,0.0,0.0,endothelial
13575,Fat,endothelial cell,0.04720582813024521,0.1770002543926239,0.0,0.0,0.0,0.0,1.7714272737503052,PIGZ,0.0,0.0,0.0,endothelial
13576,Heart,cardiac endothelial cell,0.03568525239825249,0.19599846005439758,0.0,0.0,0.0,0.0,1.9199652671813965,PIGZ,0.0,0.0,0.0,endothelial
13577,Kidney,endothelial cell,0.05097173526883125,0.16331516206264496,0.0,0.0,0.0,0.0,0.766493558883667,PIGZ,0.0,0.0,0.0,endothelial
13578,Large_Intestine,gut endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIGZ,0.0,0.0,0.0,endothelial
13579,Liver,endothelial cell,0.012459179386496544,0.12038876116275787,0.0,0.0,0.0,0.0,1.4498893022537231,PIGZ,0.0,0.0,0.0,endothelial
13580,Liver,endothelial cell of hepatic sinusoid,0.023326655849814415,0.16557329893112183,0.0,0.0,0.0,0.0,1.5837029218673706,PIGZ,0.0,0.0,0.0,endothelial
13581,Lung,blood vessel endothelial cell,0.05390705540776253,0.20528361201286316,0.0,0.0,0.0,0.0,1.2191643714904785,PIGZ,0.0,0.0,0.0,endothelial
13582,Lung,endothelial cell of lymphatic vessel,0.0901540145277977,0.307868629693985,0.0,0.0,0.0,0.0,1.319815754890442,PIGZ,0.0,0.0,0.0,endothelial
13583,Lung,capillary endothelial cell,0.03838516026735306,0.2227279394865036,0.0,0.0,0.0,0.0,2.1614179611206055,PIGZ,0.0,0.0,0.0,endothelial
13584,Lung,vein endothelial cell,0.04942499101161957,0.22201977670192719,0.0,0.0,0.0,0.0,1.4404717683792114,PIGZ,0.0,0.0,0.0,endothelial
13585,Lung,endothelial cell of artery,0.03450176864862442,0.20142050087451935,0.0,0.0,0.0,0.0,1.4973465204238892,PIGZ,0.0,0.0,0.0,endothelial
13586,Lung,lung microvascular endothelial cell,0.0828387513756752,0.2727918028831482,0.0,0.0,0.0,0.0,1.4203894138336182,PIGZ,0.0,0.0,0.0,endothelial
13587,Lymph_Node,endothelial cell,0.033458027988672256,0.16728247702121735,0.0,0.0,0.0,0.0,1.2029471397399902,PIGZ,0.0,0.0,0.0,endothelial
13588,Mammary,endothelial cell of lymphatic vessel,0.07877893000841141,0.3100850284099579,0.0,0.0,0.0,0.0,1.483229398727417,PIGZ,0.0,0.0,0.0,endothelial
13589,Mammary,vein endothelial cell,0.017570888623595238,0.10869806259870529,0.0,0.0,0.0,0.0,1.009299874305725,PIGZ,0.0,0.0,0.0,endothelial
13590,Mammary,endothelial cell of artery,0.002593314740806818,0.03259740397334099,0.0,0.0,0.0,0.0,0.4097437262535095,PIGZ,0.0,0.0,0.0,endothelial
13591,Muscle,endothelial cell of lymphatic vessel,0.04265834391117096,0.20317675173282623,0.0,0.0,0.0,0.0,1.1372543573379517,PIGZ,0.0,0.0,0.0,endothelial
13592,Muscle,endothelial cell of vascular tree,0.03936251997947693,0.1797838658094406,0.0,0.0,0.0,0.0,1.6277121305465698,PIGZ,0.0,0.0,0.0,endothelial
13593,Muscle,capillary endothelial cell,0.02085232175886631,0.1425936073064804,0.0,0.0,0.0,0.0,1.7195295095443726,PIGZ,0.0,0.0,0.0,endothelial
13594,Muscle,endothelial cell of artery,0.05455823987722397,0.18903568387031555,0.0,0.0,0.0,0.0,1.074284315109253,PIGZ,0.0,0.0,0.0,endothelial
13595,Pancreas,endothelial cell,0.02083527483046055,0.13530918955802917,0.0,0.0,0.0,0.0,1.5763564109802246,PIGZ,0.0,0.0,0.0,endothelial
13596,Prostate,endothelial cell,0.04176455736160278,0.20337079465389252,0.0,0.0,0.0,0.0,1.7333942651748657,PIGZ,0.0,0.0,0.0,endothelial
13597,Salivary_Gland,endothelial cell,0.043719880282878876,0.193339005112648,0.0,0.0,0.0,0.0,1.6068828105926514,PIGZ,0.0,0.0,0.0,endothelial
13598,Salivary_Gland,endothelial cell of lymphatic vessel,0.051560599356889725,0.20733168721199036,0.0,0.0,0.0,0.0,1.8182862997055054,PIGZ,0.0,0.0,0.0,endothelial
13599,Skin,endothelial cell,0.011887481436133385,0.08769261837005615,0.0,0.0,0.0,0.0,1.2413631677627563,PIGZ,0.0,0.0,0.0,endothelial
13600,Small_Intestine,gut endothelial cell,0.12374342232942581,0.37628209590911865,0.0,0.0,0.0,0.0,1.7859498262405396,PIGZ,0.0,0.0,0.0,endothelial
13601,Spleen,endothelial cell,0.024052517488598824,0.12071239203214645,0.0,0.0,0.0,0.0,0.8521268367767334,PIGZ,0.0,0.0,0.0,endothelial
13602,Thymus,endothelial cell of lymphatic vessel,0.04902653768658638,0.19776181876659393,0.0,0.0,0.0,0.0,1.4464030265808105,PIGZ,0.0,0.0,0.0,endothelial
